,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
2555,PRS,Alliance YouTube Oman Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.01,,,0.0%,100.0%
2556,PRS,Alliance YouTube Qatar Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.01,,,0.0%,100.0%
2557,PRS,Alliance iTunes Bulgaria Permanent Download Service Album,,0.01,,,,,,0.0,,,,,0.0%,100.0%
2558,PRS,Alliance Google Romania Permanent Download Service Album,,,,,0.0,,,,,0.01,,,0.0%,100.0%
2559,PRS,Alliance iTunes Cloud Services Sweden User Generated Content Video,,,,0.01,,,,,,,,,0.0%,100.0%
2560,PRS,Alliance Google Hungary Permanent Download Service Album,,,,,,0.01,,,,,,,0.0%,100.0%
2561,PRS,Alliance Deezer Ukraine Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.01,0.0%,100.0%
2562,PRS,MTV Live HD (SPD),,,,0.01,,,,,,,,,0.0%,100.0%
2563,PRS,More4 Public Reception,,,,,,,,,,0.01,,,0.0%,100.0%
2564,PRS,Alliance Beatport Poland Permanent Download Service Single,,0.01,,,,,,,,,,,0.0%,100.0%
2565,PRS,Alliance Deezer Cyprus Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,0.01,,,0.0%,100.0%
2566,PRS,Alliance Google Greece Permanent Download Service Single,,,,,,,,0.01,,,,,0.0%,100.0%
2567,PRS,Alliance Beatport Portugal Permanent Download Service Single,,0.01,,,,,,,,,,,0.0%,100.0%
2568,PRS,Alliance Google Greece Permanent Download Service Album,,,,,,,,0.0,,0.01,,,0.0%,100.0%
2569,PRS,Alliance Deezer Luxembourg Limited Download / On Demand Streaming Service Sin,,,,,0.0,0.01,,0.0,,0.0,0.0,,0.0%,100.0%
2570,PRS,Alliance Beatport Slovakia Permanent Download Service Album,,,,,,,,,,,,0.01,0.0%,100.0%
2571,PRS,Alliance Better Day Wireless Germany Limited Download / On Demand Streaming Se,,,,,,,,0.01,,,,,0.0%,100.0%
2572,PRS,Alliance Emusic Ireland Permanent Download Service Single,,,,,,,,,,0.01,,,0.0%,100.0%
2573,PRS,Alliance Facebook  Inc Switzerland Limited Download / On Demand Streaming Servic e Sing,,,,,,,,,,,,0.01,0.0%,100.0%
2574,PRS,Alliance Deezer Saudi Arabia Limited Download / On Demand Streaming Service Sin,,,,,,,,,,,,0.01,0.0%,100.0%
2575,PRS,Alliance Google France On Demand Subs Dual Single,,0.01,,,,,,,,,,,0.0%,100.0%
2576,PRS,Alliance Beatport Switzerland Permanent Download Service Single,,,,,,,0.01,,,,,0.0,0.0%,100.0%
2577,PRS,Alliance Beatport Sweden Permanent Download Service Single,,,,,,,,,,,,0.01,0.0%,100.0%
2578,PRS,Alliance Google Finland On Demand Subs Dual Single,0.01,0.0,,,,,,,,,,,0.0%,100.0%
2579,PRS,Alliance Flipagram Germany Limited Download / On Demand Streaming Service Sing,,,,,,,,0.01,,,,,0.0%,100.0%
2580,PRS,Alliance Google Czech Republic Permanent Download Service Single,,,,,,,,,,0.01,,,0.0%,100.0%
2581,PRS,Alliance Google Bulgaria Permanent Download Service Album,,,,,,,,,,0.01,,,0.0%,100.0%
2582,PRS,Alliance Google Belgium Permanent Download Service Single,,,,,,,,0.0,,0.01,,,0.0%,100.0%
2583,PRS,Alliance Emusic Denmark Subscription Permanent Download Service,,0.01,,,,,,,,,,,0.0%,100.0%
2584,PRS,Alliance Beatport Sweden Permanent Download Service Album,,,,0.01,,,,,,,,,0.0%,100.0%
2585,PRS,Alliance Beatport France Permanent Download Service Single,,0.0,,0.01,,,,,,,,,0.0%,100.0%
2586,PRS,Alliance Beatport Italy Permanent Download Service Single,,0.01,,,,,,,,,,,0.0%,100.0%
2587,PRS,Alliance Beatport Greece Permanent Download Service Album,,,,,,,,0.01,,,,,0.0%,100.0%
2588,PRS,Alliance Deezer Turkey Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.01,0.0%,100.0%
2589,PRS,Alliance Dailymotion United Kingdom Limited Download / On Demand Streaming Ser,,,,,,,,,,0.01,,,0.0%,100.0%
2590,PRS,Alliance Deezer Israel Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.01,0.0%,100.0%
2591,PRS,Alliance Apple Music Norway Limited Download / On Demand Streaming Service Vid eo,,,,,,,,,,,,0.0,0.0%,100.0%
2592,PRS,ARESA GEMA ARESA Usage Slovakia Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2593,PRS,Alliance WiMP Music Latvia Limited Download / On Demand Streaming Service Sing,,,,,,0.0,,,,,,,0.0%,100.0%
2594,PRS,Alliance Apple Music Oman Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2595,PRS,Alliance WiMP Music Hungary Limited Download / On Demand Streaming Service Si,,,,,,0.0,,,,,,,0.0%,100.0%
2596,PRS,Alliance WiMP Music France Limited Download / On Demand Streaming Service Sin,,,,,,0.0,,,,,,,0.0%,100.0%
2597,PRS,Alliance YouTube Belarus Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,,0.0%,100.0%
2598,PRS,Alliance YouTube Bosnia and Herzegovina Limited Download / On Demand Streamin,,,,,,,,,,0.0,,,0.0%,100.0%
2599,PRS,Alliance Apple Music Romania Limited Download / On Demand Streaming Service Vi,,,,,,,,,0.0,,0.0,,0.0%,100.0%
2600,PRS,ARESA GOOGLE IRELAND LTD Greece Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2601,PRS,Alliance WiMP Music Austria Limited Download / On Demand Streaming Service Sin,,,,,,0.0,,,,,,,0.0%,100.0%
2602,PRS,Alliance Deezer Bahrain Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2603,PRS,ARESA GOOGLE IRELAND LTD Iceland Limited Download / On Demand Streaming,,0.0,,,,,,,,,,,0.0%,100.0%
2604,PRS,ARESA GEMA ARESA Usage Portugal Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2605,PRS,Alliance Deezer Bosnia and Herzegovina Limited Download / On Demand Streaming,,,,,,,,,,0.0,0.0,,0.0%,100.0%
2606,PRS,Alliance Apple Music Malta Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2607,PRS,Alliance Apple Music Sweden Limited Download / On Demand Streaming Service Sin gle,,,,,,,,,,,,0.0,0.0%,100.0%
2608,PRS,Alliance Vevo France Limited Download / On Demand Streaming Service Video,,,,,,,,0.0,,0.0,,,0.0%,100.0%
2609,PRS,Alliance Blogmusik S.A.S.U United Kingdom Limited Download / On Demand Stream,,,,,,,,,0.0,,,,0.0%,100.0%
2610,PRS,Alliance WiMP Music Portugal Limited Download / On Demand Streaming Service Si,,,,,,0.0,,,,,,,0.0%,100.0%
2611,PRS,ARESA GEMA ARESA Usage Slovenia Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2612,PRS,Alliance Xandrie S.A. Germany Limited Download / On Demand Streaming Service Si ngle,,,,,,,,,,,,0.0,0.0%,100.0%
2613,PRS,ARESA GOOGLE IRELAND LTD Bulgaria Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2614,PRS,ARESA GOOGLE IRELAND LTD Croatia (Local Name: Hrvatska) Limited Download,,0.0,,,,,,,,,,,0.0%,100.0%
2615,PRS,Alliance Apple Music Poland Limited Download / On Demand Streaming Service Singl e,,,,,,,,,,,,0.0,0.0%,100.0%
2616,PRS,Alliance Deezer Armenia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2617,PRS,Alliance Deezer Algeria Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2618,PRS,Alliance WiMP Music Spain Limited Download / On Demand Streaming Service Sing,,,,,,0.0,,,,,,,0.0%,100.0%
2619,PRS,Alliance Xandrie S.A. Luxembourg Permanent Download Service Album,,,,,,,,,,0.0,,,0.0%,100.0%
2620,PRS,ARESA GEMA ARESA Usage Switzerland Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2621,PRS,Alliance Deezer Albania Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,0.0,,,0.0%,100.0%
2622,PRS,Alliance WiMP Music Slovenia Limited Download / On Demand Streaming Service S,,,,,,0.0,,,,,,,0.0%,100.0%
2623,PRS,ARESA GEMA ARESA Usage Sweden Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2624,PRS,Alliance WiMP Music Slovakia Limited Download / On Demand Streaming Service Si,,,,,,0.0,,,,,,,0.0%,100.0%
2625,PRS,ARESA GOOGLE IRELAND LTD Estonia Limited Download / On Demand Streaming,,0.0,,,,,,,,,,,0.0%,100.0%
2626,PRS,Alliance WiMP Music Romania Limited Download / On Demand Streaming Service S,,,,,,0.0,,,,,,,0.0%,100.0%
2627,PRS,ARESA GEMA ARESA Usage Spain Limited Download / On Demand Streaming Serv,,0.0,,,,,,,,,,,0.0%,100.0%
2628,PRS,Alliance YouTube Algeria Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,,0.0%,100.0%
2629,PRS,Alliance Dailymotion Germany Limited Download / On Demand Streaming Service Vi,,,,,,,,,,0.0,,,0.0%,100.0%
2630,PRS,Alliance Amazon Malta Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2631,PRS,ARESA GOOGLE IRELAND LTD Luxembourg Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2632,PRS,Alliance VEVO Spain Limited Download / On Demand Streaming Service Video,,,,,,0.0,,,,,,,0.0%,100.0%
2633,PRS,Alliance VEVO Netherlands Limited Download / On Demand Streaming Service Vide,,,,0.0,,,,,,,,,0.0%,100.0%
2634,PRS,Alliance Spotify Morocco Limited Download / On Demand Streaming Service Single,,,,,,,,,,,0.0,,0.0%,100.0%
2635,PRS,Alliance Spotify Montenegro Limited Download / On Demand Streaming Service Sing,,,,,,,,,,,0.0,0.0,0.0%,100.0%
2636,PRS,Alliance Spotify Monaco Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,0.0,0.0,,0.0,0.0%,100.0%
2637,PRS,Alliance Spotify Moldova - Republic Of Limited Download / On Demand Streaming Se,,,,,,,,,,,,0.0,0.0%,100.0%
2638,PRS,Alliance Spotify Macedonia - The Former Yugoslav Republic Of Limited Download / O,,,,,,,,,,,0.0,0.0,0.0%,100.0%
2639,PRS,Alliance Apple Music Latvia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2640,PRS,Alliance Spotify Lithuania On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2641,PRS,Alliance Spotify Liechtenstein Limited Download / On Demand Streaming Service Sin,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0%,100.0%
2642,PRS,Alliance Spotify Lebanon Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,,,,0.0%,100.0%
2643,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) Belgium Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2644,PRS,Alliance Spotify Kuwait Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,,,0.0,0.0%,100.0%
2645,PRS,Alliance Spotify Kosovo Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2646,PRS,Alliance Spotify Kazakhstan Limited Download / On Demand Streaming Service Sing,,,,,,,,,,,,0.0,0.0%,100.0%
2647,PRS,Alliance Spotify Jordan Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,,,0.0,0.0%,100.0%
2648,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) France Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2649,PRS,Alliance Spotify Germany On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2650,PRS,Alliance Deezer Iceland Limited Download / On Demand Streaming Service Single,,,,,,0.0,,,,,,,0.0%,100.0%
2651,PRS,Alliance Spotify Bosnia and Herzegovina Limited Download / On Demand Streaming,,,,,,,,,,,0.0,0.0,0.0%,100.0%
2652,PRS,Alliance Spotify Bangladesh Limited Download / On Demand Streaming Service Sing,,,,,,,,,,,,0.0,0.0%,100.0%
2653,PRS,Alliance Spotify Bahrain Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0%,100.0%
2654,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) Norway Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2655,PRS,Alliance Spotify Andorra Limited Download / On Demand Streaming Service Single,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2656,PRS,Alliance Spotify Algeria Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,0.0,0.0%,100.0%
2657,PRS,Alliance Spotify Netherlands On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2658,PRS,Alliance Spotify Oman Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0%,100.0%
2659,PRS,Alliance Spotify Pakistan Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2660,PRS,Alliance Apple Music Luxembourg Limited Download / On Demand Streaming Service  Sing,,,,,,,,,,,,0.0,0.0%,100.0%
2661,PRS,ARESA GOOGLE IRELAND LTD Latvia Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2662,PRS,ARESA GOOGLE IRELAND LTD Lithuania Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2663,PRS,ARESA GOOGLE IRELAND LTD Luxembourg Limited Download / On Demand Strea,,0.0,,,,,,,,,,,0.0%,100.0%
2664,PRS,Alliance VEVO Italy Limited Download / On Demand Streaming Service Video,,,,0.0,,0.0,,,,,,,0.0%,100.0%
2665,PRS,Alliance Blogmusik S.A.S.U Italy Limited Download / On Demand Streaming Service,,,,,,,,,0.0,,,,0.0%,100.0%
2666,PRS,Alliance VEVO Ireland Limited Download / On Demand Streaming Service Video,,,,,0.0,0.0,,,,,,,0.0%,100.0%
2667,PRS,Alliance VEVO Germany Limited Download / On Demand Streaming Service Video,,,,,,0.0,,,,,,,0.0%,100.0%
2668,PRS,Alliance TagMix Netherlands Limited Download / On Demand Streaming Service Sin,,,,,,,,0.0,,,,,0.0%,100.0%
2669,PRS,Alliance Spotify United Arab Emirates Limited Download / On Demand Streaming Serv ice S,,,,,,,,,,,,0.0,0.0%,100.0%
2670,PRS,Alliance Spotify Ukraine Limited Download / On Demand Streaming Service Single,,,,,,,,,,,0.0,,0.0%,100.0%
2671,PRS,Alliance Spotify Sri Lanka Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2672,PRS,ARESA GOOGLE IRELAND LTD Sweden Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2673,PRS,Alliance Deezer Egypt Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2674,PRS,ARESA GOOGLE IRELAND LTD Portugal Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2675,PRS,ARESA GOOGLE IRELAND LTD Portugal Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2676,PRS,ARESA GOOGLE IRELAND LTD Romania Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2677,PRS,Alliance Spotify Slovakia On Demand Subs Dual Single,,-0.0,,,,,,,,,,,0.0%,100.0%
2678,PRS,Alliance Deezer Georgia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2679,PRS,ARESA GOOGLE IRELAND LTD Slovenia Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2680,PRS,Alliance Spotify Serbia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2681,PRS,Alliance Spotify Saudi Arabia Limited Download / On Demand Streaming Service Sing le,,,,,,,,,,,,0.0,0.0%,100.0%
2682,PRS,Alliance Spotify Qatar Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,,0.0,0.0,0.0%,100.0%
2683,PRS,Alliance YouTube Georgia Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,,0.0%,100.0%
2684,PRS,Alliance Aspiro AB Austria Limited Download / On Demand Streaming Service Single,,,,,,0.0,0.0,,,,,0.0,0.0%,100.0%
2685,PRS,Alliance Blogmusik S.A.S.U Ireland Limited Download / On Demand Streaming Servi,,,,,,,,,0.0,,,,0.0%,100.0%
2686,PRS,Alliance Aspiro AB Portugal Limited Download / On Demand Streaming Service Sing,,,,,,0.0,0.0,,,,,,0.0%,100.0%
2687,PRS,ARESA AUPEO GMBH Hungary Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2688,PRS,ARESA AUPEO GMBH Ireland Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2689,PRS,Alliance Beatport Portugal Limited Download / On Demand Streaming Service Single,,0.0,,,,,,,,,,,0.0%,100.0%
2690,PRS,ARESA AUPEO GMBH Latvia Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2691,PRS,ARESA AUPEO GMBH Lithuania Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2692,PRS,ARESA AUPEO GMBH Luxembourg Limited Download / On Demand Streaming Serv,,,,,0.0,,,,,,,,0.0%,100.0%
2693,PRS,ARESA AUPEO GMBH Macedonia - The Former Yugoslav Republic Of Limited Down,,,,,0.0,,,,,,,,0.0%,100.0%
2694,PRS,Alliance iTunes Cloud Services Switzerland On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2695,PRS,Alliance iTunes Cloud Services Sweden On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2696,PRS,ARESA AUPEO GMBH Norway Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2697,PRS,Alliance iTunes Cloud Services Spain On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2698,PRS,Alliance iTunes Cloud Services Spain On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2699,PRS,Alliance iTunes Cloud Services Slovenia Limited Download / On Demand Streaming,,,,,,0.0,,0.0,,,,,0.0%,100.0%
2700,PRS,Alliance iTunes Cloud Services Qatar User Generated Content Video,,,,0.0,,,,,,,,,0.0%,100.0%
2701,PRS,Alliance iTunes Cloud Services Norway On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2702,PRS,ARESA AUPEO GMBH Portugal Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2703,PRS,ARESA AUPEO GMBH Romania Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2704,PRS,Alliance iTunes Cloud Services Netherlands On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2705,PRS,Alliance iTunes Cloud Services Netherlands On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2706,PRS,ARESA AUPEO GMBH Serbia Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2707,PRS,ARESA AUPEO GMBH Slovakia Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2708,PRS,ARESA AUPEO GMBH Greece Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2709,PRS,Alliance iTunes Egypt Permanent Download Service Album,,,,,,,,,,,,0.0,0.0%,100.0%
2710,PRS,Alliance Blogmusik S.A.S.U Hungary Limited Download / On Demand Streaming Ser,,,,,,,,,0.0,,,,0.0%,100.0%
2711,PRS,ARESA AUPEO GMBH Finland Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2712,PRS,Alliance Beatport France Limited Download / On Demand Streaming Service Single,,0.0,,,,,,,,,,,0.0%,100.0%
2713,PRS,Alliance Aupeo Germany Limited Download / On Demand Streaming Service,,,,,,,,,,,,0.0,0.0%,100.0%
2714,PRS,Alliance Beatport France Permanent Download Service Album,,,,,,,,0.0,,,,,0.0%,100.0%
2715,PRS,Alliance Aspiro AB Switzerland Limited Download / On Demand Streaming Service S ingle,,,,,,,,,,,,0.0,0.0%,100.0%
2716,PRS,Alliance iTunes Qatar Permanent Download Service Album,,,,,,,,,,,,0.0,0.0%,100.0%
2717,PRS,Alliance iTunes Oman Permanent Download Service Album,,,,,,,,,,,,0.0,0.0%,100.0%
2718,PRS,Alliance Beatport Germany Limited Download / On Demand Streaming Service Singl,,,,0.0,,,,,,,,,0.0%,100.0%
2719,PRS,Alliance iTunes Lebanon Permanent Download Service Album,,,,,,,,,,,,0.0,0.0%,100.0%
2720,PRS,Alliance iTunes Jordan Permanent Download Service Album,,,,,,,,,,,,0.0,0.0%,100.0%
2721,PRS,Alliance iTunes Ireland Limited Download / On Demand Streaming Service Single,,,0.0,,,,,,,,,,0.0%,100.0%
2722,PRS,ARESA AMAZON EU SARL Austria Permanent Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2723,PRS,ARESA AMAZON EU SARL France Permanent Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2724,PRS,Alliance Aspiro AB Slovakia Limited Download / On Demand Streaming Service Sing,,,,,,0.0,0.0,,,,,,0.0%,100.0%
2725,PRS,ARESA AMAZON EU SARL Spain Permanent Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2726,PRS,ARESA AUPEO GMBH Austria Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2727,PRS,Alliance Aspiro AB Romania Limited Download / On Demand Streaming Service Singl e,,,,,,,,,,,,0.0,0.0%,100.0%
2728,PRS,Alliance Aspiro AB Romania Limited Download / On Demand Streaming Service Sing,,,,,,0.0,,,,,,,0.0%,100.0%
2729,PRS,Alliance Beatport Hungary Limited Download / On Demand Streaming Service Single,,0.0,,,,,,,,,,,0.0%,100.0%
2730,PRS,ARESA AUPEO GMBH Croatia (Local Name: Hrvatska) Limited Download / On Dem,,,,,0.0,,,,,,,,0.0%,100.0%
2731,PRS,ARESA AUPEO GMBH Cyprus Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2732,PRS,ARESA AUPEO GMBH Denmark Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2733,PRS,ARESA AUPEO GMBH Slovenia Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2734,PRS,Alliance iTunes Cloud Services Lithuania Limited Download / On Demand Streaming,,,,,,0.0,,0.0,,,,,0.0%,100.0%
2735,PRS,Alliance Aspiro AB Ireland Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,0.0,,0.0%,100.0%
2736,PRS,Alliance iTunes Cloud Services Kuwait User Generated Content Video,,,,0.0,,,,,,,,,0.0%,100.0%
2737,PRS,ARESA GEMA ARESA Usage Germany Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2738,PRS,ARESA GEMA ARESA Usage Greece Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2739,PRS,Alliance iTunes Cloud Services Belgium On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2740,PRS,Alliance Aspiro AB Czech Republic Limited Download / On Demand Streaming Servic e Sin,,,,,,,,,,,,0.0,0.0%,100.0%
2741,PRS,ARESA GEMA ARESA Usage Hungary Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2742,PRS,Alliance Aspiro AB Czech Republic Limited Download / On Demand Streaming Servi,,,,,,0.0,0.0,,,,,,0.0%,100.0%
2743,PRS,Alliance Blogmusik S.A.S.U Belgium Limited Download / On Demand Streaming Serv,,,,,,,,,0.0,,,,0.0%,100.0%
2744,PRS,ARESA GEMA ARESA Usage Ireland Limited Download / On Demand Streaming Se,,0.0,,,,,,,,,,,0.0%,100.0%
2745,PRS,Alliance YouTube Tunisia Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,,0.0%,100.0%
2746,PRS,Alliance Blogmusik S.A.S.U Croatia (Local Name: Hrvatska) Limited Download / On D,,,,,,,,,0.0,,,,0.0%,100.0%
2747,PRS,Alliance Deezer Jordan Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2748,PRS,ARESA GEMA ARESA Usage Italy Limited Download / On Demand Streaming Servic,,0.0,,,,,,,,,,,0.0%,100.0%
2749,PRS,Alliance YouTube Nepal Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.0,,,0.0%,100.0%
2750,PRS,ARESA GEMA ARESA Usage Latvia Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2751,PRS,ARESA GEMA ARESA Usage Lithuania Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2752,PRS,ARESA GEMA ARESA Usage Luxembourg Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2753,PRS,Alliance Blogmusik S.A.S.U France Limited Download / On Demand Streaming Servi,,,,,,,,,0.0,,,,0.0%,100.0%
2754,PRS,ARESA GEMA ARESA Usage Malta Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2755,PRS,ARESA GEMA ARESA Usage Netherlands Limited Download / On Demand Streamin,,0.0,,,,,,,,,,,0.0%,100.0%
2756,PRS,Alliance YouTube Lebanon Limited Download / On Demand Streaming Service Singl,,,,,,,,,,0.0,,,0.0%,100.0%
2757,PRS,ARESA GEMA ARESA Usage Norway Limited Download / On Demand Streaming Se,,0.0,,,,,,,,,,,0.0%,100.0%
2758,PRS,Alliance iTunes Cloud Services Belgium Permanent Download Service Album,,,,0.0,,,,,,,,,0.0%,100.0%
2759,PRS,Alliance iTunes Cloud Services Belgium Permanent Download Service Single,,,,0.0,,,,,,,,,0.0%,100.0%
2760,PRS,Alliance Aspiro AB Estonia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2761,PRS,Alliance iTunes Cloud Services France On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2762,PRS,Alliance iTunes Cloud Services Italy On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2763,PRS,Alliance Aspiro AB Iceland Limited Download / On Demand Streaming Service Single,,,,,,,,,,,0.0,,0.0%,100.0%
2764,PRS,Alliance Aspiro AB Hungary Limited Download / On Demand Streaming Service Singl e,,,,,,,,,,,,0.0,0.0%,100.0%
2765,PRS,Alliance iTunes Cloud Services Greece User Generated Content Video,,,,0.0,,,,,,,,,0.0%,100.0%
2766,PRS,Alliance iTunes Cloud Services Germany Permanent Download Service Single,,,,0.0,,,,,,,,,0.0%,100.0%
2767,PRS,ARESA GEMA ARESA Usage Belgium Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2768,PRS,Alliance iTunes Cloud Services Germany Permanent Download Service Album,,,,0.0,,,,,,,,,0.0%,100.0%
2769,PRS,Alliance iTunes Cloud Services Germany On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2770,PRS,Alliance iTunes Cloud Services Germany On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2771,PRS,Alliance Aspiro AB Hungary Limited Download / On Demand Streaming Service Sing,,,,,,0.0,0.0,,,0.0,0.0,,0.0%,100.0%
