,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
2772,PRS,ARESA GEMA ARESA Usage Finland Limited Download / On Demand Streaming Se,,0.0,,,,,,,,,,,0.0%,100.0%
2773,PRS,ARESA GEMA ARESA Usage Bulgaria Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2774,PRS,ARESA GEMA ARESA Usage Cyprus Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2775,PRS,Alliance iTunes Cloud Services Finland On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2776,PRS,ARESA GEMA ARESA Usage Denmark Limited Download / On Demand Streaming S,,0.0,,,,,,,,,,,0.0%,100.0%
2777,PRS,Alliance Aspiro AB Greece Limited Download / On Demand Streaming Service Single,,,,,,0.0,,,,,,,0.0%,100.0%
2778,PRS,Alliance iTunes Cloud Services Estonia Limited Download / On Demand Streaming S,,,,,,0.0,,0.0,,,,,0.0%,100.0%
2779,PRS,Alliance iTunes Cloud Services Denmark Permanent Download Service Single,,,,0.0,,,,,,,,,0.0%,100.0%
2780,PRS,ARESA GEMA ARESA Usage Estonia Permanent Download Service,,0.0,,,,,,,,,,,0.0%,100.0%
2781,PRS,Alliance iTunes Cloud Services Denmark On Demand Subs Single Single,,,,0.0,,,,,,,,,0.0%,100.0%
2782,PRS,Alliance Spotify Albania Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2783,PRS,Alliance Spotify (2nd Invoice) Estonia Limited Download / On Demand Streaming Ser,,,,,,,,,,,0.0,0.0,0.0%,100.0%
2784,PRS,Alliance Apple Music Italy Limited Download / On Demand Streaming Service Video,,,,0.0,,,,,,,0.0,,0.0%,100.0%
2785,PRS,Alliance Mixcloud Ltd Iceland Limited Download / On Demand Streaming Service,,,,,,,,0.0,,0.0,,,0.0%,100.0%
2786,PRS,Alliance Mixcloud Ltd Bosnia and Herzegovina Limited Download / On Demand Strea,,,,,,,,0.0,,,,,0.0%,100.0%
2787,PRS,Alliance Google Austria On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2788,PRS,Alliance Mixcloud Ltd Albania Limited Download / On Demand Streaming Service,,,,,,,,0.0,,,,,0.0%,100.0%
2789,PRS,Alliance Microsoft X Box Switzerland Limited Download / On Demand Streaming Serv,,0.0,,,,,,,,,,,0.0%,100.0%
2790,PRS,Alliance Google Belarus On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2791,PRS,Alliance Microsoft X Box Portugal On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2792,PRS,Alliance Google Belgium On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2793,PRS,Alliance 7 Digital Media Finland Permanent Download Service Album,0.0,,,,,,,,,,,,0.0%,100.0%
2794,PRS,Alliance 7 Digital Media France Permanent Download Service Album,,,,0.0,,,,,,0.0,,,0.0%,100.0%
2795,PRS,Alliance Microsoft X Box Italy Limited Download / On Demand Streaming Service Sin,,0.0,,,,,,,,,,,0.0%,100.0%
2796,PRS,Alliance Microsoft X Box France Permanent Download Service Single,,0.0,,,,,,,,,,,0.0%,100.0%
2797,PRS,Alliance Google Bosnia and Herzegovina Limited Download / On Demand Streaming,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0%,100.0%
2798,PRS,Alliance Google Bulgaria On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2799,PRS,Alliance Microsoft X Box Belgium On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2800,PRS,Alliance Microsoft X Box Austria Limited Download / On Demand Streaming Service S,,0.0,,,,,,,,,,,0.0%,100.0%
2801,PRS,Alliance Google Croatia (Local Name: Hrvatska) Permanent Download Service Album,,,,,,0.0,,,,,,,0.0%,100.0%
2802,PRS,Alliance Google Czech Republic On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2803,PRS,Alliance Microsoft Ireland Operations Ltd Portugal Limited Download / On Demand S,,,,,,0.0,,,,,,,0.0%,100.0%
2804,PRS,Alliance 7 Digital Media Switzerland Permanent Download Service Album,,,,,,,,,,0.0,,0.0,0.0%,100.0%
2805,PRS,Alliance Google Estonia On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2806,PRS,Alliance AUPEO Austria Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2807,PRS,Alliance Mixcloud Ltd Croatia (Local Name: Hrvatska) Limited Download / On Deman,,,,,,,,0.0,,0.0,,,0.0%,100.0%
2808,PRS,Alliance Mixcloud Ltd Luxembourg Limited Download / On Demand Streaming Servic,,,,,,,,0.0,,0.0,,,0.0%,100.0%
2809,PRS,Alliance AUPEO Czech Republic Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2810,PRS,Alliance Mixcloud Ltd Malta Limited Download / On Demand Streaming Service,,,,,,,,0.0,,0.0,,0.0,0.0%,100.0%
2811,PRS,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Vide,,,,,,,,,,,,0.0,0.0%,100.0%
2812,PRS,Alliance RDIO Czech Republic On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2813,PRS,ARESA SIMFY AG Belgium Limited Download / On Demand Streaming Service,,,,,-0.0,,,,,,,,0.0%,100.0%
2814,PRS,Alliance RDIO Belgium On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2815,PRS,Alliance Apple Music Austria Limited Download / On Demand Streaming Service Vide,,,,,,,,,,,,0.0,0.0%,100.0%
2816,PRS,ARESA SPOTIFY LIMITED Bulgaria Limited Download / On Demand Streaming Serv,,,,,0.0,,,,,,,,0.0%,100.0%
2817,PRS,Alliance RDIO Austria On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2818,PRS,ARESA SPOTIFY LIMITED Hungary Limited Download / On Demand Streaming Serv,,0.0,,,,,,,,,,,0.0%,100.0%
2819,PRS,ARESA SPOTIFY LIMITED Lithuania Limited Download / On Demand Streaming Ser,,0.0,,,,,,,,,,,0.0%,100.0%
2820,PRS,ARESA SPOTIFY LIMITED Malta Limited Download / On Demand Streaming Service,,0.0,,,,,,,,,,,0.0%,100.0%
2821,PRS,Alliance Nokia Sweden Premium and Interactive Webcasting Service ( Subscription ),,0.0,,,,,,,,,,,0.0%,100.0%
2822,PRS,Alliance Nokia Saudi Arabia Premium and Interactive Webcasting Service ( Subscrip,,0.0,,,,,,,,,,,0.0%,100.0%
2823,PRS,Alliance Nokia Netherlands Premium and Interactive Webcasting Service ( Subscript,,0.0,,,,,,,,,,,0.0%,100.0%
2824,PRS,Alliance Apple Music (2nd Invoice) Sweden Limited Download / On Demand Streami,,,,,,,,,,,,0.0,0.0%,100.0%
2825,PRS,Alliance Napster Sweden Limited Download / On Demand Streaming Service Single,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0%,100.0%
2826,PRS,Alliance Napster Portugal Limited Download / On Demand Streaming Service Single,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0%,100.0%
2827,PRS,Alliance Napster Luxembourg Limited Download / On Demand Streaming Service Sin,,,,,,,,0.0,0.0,0.0,,0.0,0.0%,100.0%
2828,PRS,Alliance Flexible Fitness Technologies Ltd Germany Limited Download / On Demand,,,,,,,,,,,,0.0,0.0%,100.0%
2829,PRS,Alliance Mixcloud Ltd Slovenia Limited Download / On Demand Streaming Service,,,,,,,,0.0,,0.0,,0.0,0.0%,100.0%
2830,PRS,Alliance Mixcloud Ltd Slovakia Limited Download / On Demand Streaming Service,,,,,,,,0.0,,0.0,,0.0,0.0%,100.0%
2831,PRS,Alliance Mixcloud Ltd Serbia Limited Download / On Demand Streaming Service,,,,,,,,0.0,,,,,0.0%,100.0%
2832,PRS,Alliance AUPEO Bulgaria Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2833,PRS,Alliance AUPEO Denmark Interactive Webcasting ( non- subscription ) Single,,0.0,,,,,,,,,,,0.0%,100.0%
2834,PRS,Alliance RDIO Denmark On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2835,PRS,Alliance IMVU Portugal Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2836,PRS,Alliance IMVU Norway Limited Download / On Demand Streaming Service Single,,,,0.0,,,,,,,,,0.0%,100.0%
2837,PRS,Alliance IMVU Luxembourg Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2838,PRS,Alliance IMVU Greece Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2839,PRS,Alliance IMVU Germany Limited Download / On Demand Streaming Service Single,,,,0.0,,,,,,,,,0.0%,100.0%
2840,PRS,Alliance Amazon Estonia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2841,PRS,Alliance Amazon Finland Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2842,PRS,Alliance IMVU Denmark Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2843,PRS,Alliance IMVU Czech Republic Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2844,PRS,Alliance IMVU Cyprus Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2845,PRS,Alliance IMVU Bulgaria Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2846,PRS,Alliance IMVU Austria Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2847,PRS,Alliance Google United Kingdom Limited Download / On Demand Streaming Service S ingl,,,,,,,,,,,,0.0,0.0%,100.0%
2848,PRS,Alliance Google Macedonia - The Former Yugoslav Republic Of Limited Download /,,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0%,100.0%
2849,PRS,Alliance Amazon Hungary Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2850,PRS,Alliance Amazon Iceland Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2851,PRS,Alliance Google Spain On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2852,PRS,Alliance Google Slovakia On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2853,PRS,Alliance Google Serbia Permanent Download Service Album,,,,,,,,,0.0,,,,0.0%,100.0%
2854,PRS,Alliance Google Netherlands On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2855,PRS,Alliance Google Poland On Demand Subs Dual Single,0.0,0.0,,,,,,,,,,,0.0%,100.0%
2856,PRS,Alliance Amazon Lithuania Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2857,PRS,Alliance IMVU Poland Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2858,PRS,Alliance IMVU Sweden Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2859,PRS,Alliance AUPEO Finland Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2860,PRS,Alliance IMVU Switzerland Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2861,PRS,Alliance AUPEO France Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2862,PRS,Alliance AUPEO Greece Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2863,PRS,Alliance AUPEO Ireland Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2864,PRS,Alliance AUPEO Italy Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2865,PRS,Alliance AUPEO Latvia Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2866,PRS,Alliance Google Greece On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2867,PRS,Alliance AUPEO Lithuania Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2868,PRS,Alliance AUPEO Netherlands Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2869,PRS,Alliance AUPEO Poland Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2870,PRS,Alliance AUPEO Portugal Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2871,PRS,Alliance AUPEO Slovakia Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2872,PRS,Alliance AUPEO Spain Interactive Webcasting ( non- subscription ) Single,,,,0.0,,,,,,,,,0.0%,100.0%
2873,PRS,Alliance AUPEO Sweden Interactive Webcasting ( non- subscription ) Single,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2874,PRS,Alliance Google Iceland On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2875,PRS,Alliance AUPEO United Kingdom Premium and Interactive Webcasting Service ( Sub,,0.0,,,,,,,,,,,0.0%,100.0%
2876,PRS,Alliance Google India Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2877,PRS,Alliance Amazon Slovakia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2878,PRS,Alliance Google Liechtenstein Limited Download / On Demand Streaming Service Sin,,,,,,,,,,0.0,,,0.0%,100.0%
2879,PRS,Alliance Google Lithuania On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2880,PRS,Alliance Google Luxembourg Permanent Download Service Album,,0.0,,,,,,,,,,,0.0%,100.0%
2881,PRS,Alliance Juke Entertainment Belgium Limited Download / On Demand Streaming Ser,,,,,,,,,0.0,,,,0.0%,100.0%
2882,PRS,Alliance RDIO Czech Republic On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2883,PRS,ARESA SIMFY AG Austria Limited Download / On Demand Streaming Service,,,,,-0.0,,,,,,,,0.0%,100.0%
2884,PRS,ARESA RDIO S.A.R.L. Switzerland Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2885,PRS,ARESA RDIO S.A.R.L. Iceland Limited Download / On Demand Streaming Service,,,,,0.0,,,,,,,,0.0%,100.0%
2886,PRS,ARESA RDIO S.A.R.L. Czech Republic Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2887,PRS,Alliance Soundtrack Your Brand Sweden AB Germany Limited Download / On Deman,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2888,PRS,Alliance Soundtrack Your Brand Sweden AB France Limited Download / On Demand,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2889,PRS,ARESA RDIO S.A.R.L. Denmark Pure Webcasting Service,,,,,0.0,,,,,,,,0.0%,100.0%
2890,PRS,ARESA RDIO S.A.R.L. Denmark Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2891,PRS,Alliance Soundtrack Your Brand Sweden AB Estonia Limited Download / On Demand,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2892,PRS,Alliance Soundtrack Your Brand Sweden AB Denmark Limited Download / On Deman,,,,,,,,,0.0,,,,0.0%,100.0%
2893,PRS,ARESA RDIO S.A.R.L. Estonia Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2894,PRS,Alliance Soundtrack Your Brand Sweden AB Belgium Limited Download / On Deman,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2895,PRS,Alliance Soundtrack Your Brand Sweden AB Austria Limited Download / On Demand,,,,,,,,,0.0,,,,0.0%,100.0%
2896,PRS,ARESA RDIO S.A.R.L. Finland Pure Webcasting Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2897,PRS,ARESA RDIO S.A.R.L. Finland Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2898,PRS,Alliance SoundCloud Ltd Portugal Tethered Download Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2899,PRS,Alliance Deezer Macedonia - The Former Yugoslav Republic Of Limited Download / O,,,,,,,,0.0,,0.0,0.0,,0.0%,100.0%
2900,PRS,ARESA RDIO S.A.R.L. France Tethered Download Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2901,PRS,Alliance SoundCloud Europe United Kingdom Permanent Download Service Single,,0.0,,,,,,,,,0.0,,0.0%,100.0%
2902,PRS,Alliance Deezer Moldova - Republic Of Limited Download / On Demand Streaming S,,,,,,,,,,0.0,,,0.0%,100.0%
2903,PRS,ARESA RDIO S.A.R.L. Germany Tethered Download Service,,,,0.0,,,,,,,,,0.0%,100.0%
2904,PRS,Alliance Rhapsody United Kingdom Premium and Interactive Webcasting Service ( S,,,,0.0,,,,,,,,,0.0%,100.0%
2905,PRS,Alliance Rhapsody Sweden On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2906,PRS,Alliance Rhapsody Portugal On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2907,PRS,Alliance Apple Music Egypt Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2908,PRS,ARESA RDIO S.A.R.L. Hungary Tethered Download Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2909,PRS,Alliance Soundtrack Your Brand Sweden AB Greece Limited Download / On Demand,,,,,,,,,0.0,,,,0.0%,100.0%
2910,PRS,Alliance Soundtrack Your Brand Sweden AB Italy Limited Download / On Demand St,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2911,PRS,Alliance Soundtrack Your Brand Sweden AB Latvia Limited Download / On Demand S,,,,,,,,,0.0,,,,0.0%,100.0%
2912,PRS,Alliance Apple Music Germany Limited Download / On Demand Streaming Service V,,0.0,,0.0,,,,,,,0.0,0.0,0.0%,100.0%
2913,PRS,Alliance Deezer Kyrgyzstan Limited Download / On Demand Streaming Service Sing,,,,,,,,,,,,0.0,0.0%,100.0%
2914,PRS,ARESA NAPSTER S.A.R.L Finland Limited Download / On Demand Streaming Servi,,0.0,,0.0,0.0,,,,,,,,0.0%,100.0%
2915,PRS,Alliance Spotify (2nd Invoice) Monaco Limited Download / On Demand Streaming Se,,,,,,,,,,,0.0,0.0,0.0%,100.0%
2916,PRS,ARESA NAPSTER S.A.R.L Greece Limited Download / On Demand Streaming Servi,,0.02,,0.03,-0.05,,,,,,,,0.0%,100.0%
2917,PRS,Alliance Apple Music Greece Limited Download / On Demand Streaming Service Vid,,,,,,,,,,0.0,,,0.0%,100.0%
2918,PRS,ARESA NAPSTER S.A.R.L Luxembourg Limited Download / On Demand Streaming S,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2919,PRS,Alliance Amazon Luxembourg Limited Download / On Demand Streaming Service Sin gle,,,,,,,,,,,,0.0,0.0%,100.0%
2920,PRS,Alliance Spotify (2nd Invoice) Egypt Limited Download / On Demand Streaming Servic e Sin,,,,,,,,,,,,0.0,0.0%,100.0%
2921,PRS,Alliance Deezer Lebanon Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2922,PRS,ARESA NAPSTER S.A.R.L Portugal Limited Download / On Demand Streaming Serv,,0.0,,0.0,,,,,,,,,0.0%,100.0%
2923,PRS,Alliance Deezer Libyan Arab Jamahiriya Limited Download / On Demand Streaming S,,,,,,,,,,,,0.0,0.0%,100.0%
2924,PRS,ARESA RDIO S.A.R.L. Croatia (Local Name: Hrvatska) Limited Download / On Dema,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2925,PRS,Alliance Soundtrack Your Brand Sweden AB Spain Limited Download / On Demand S,,,,,,,,,0.0,,,,0.0%,100.0%
2926,PRS,Alliance Soundtrack Your Brand Sweden AB South Africa Limited Download / On De,,,,,,,,,0.0,,,,0.0%,100.0%
2927,PRS,Alliance Soundtrack Your Brand Sweden AB Portugal Limited Download / On Deman,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2928,PRS,ARESA RDIO S.A.R.L. Austria Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2929,PRS,Alliance Soundtrack Your Brand Sweden AB Norway Limited Download / On Demand,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2930,PRS,Alliance Soundtrack Your Brand Sweden AB Netherlands Limited Download / On Dem,,,,,,,,,0.0,,,,0.0%,100.0%
2931,PRS,ARESA RDIO S.A.R.L. Belgium Pure Webcasting Service,,,,,0.0,,,,,,,,0.0%,100.0%
2932,PRS,Alliance Soundtrack Your Brand Sweden AB Lithuania Limited Download / On Dema,,,,,,,,,0.0,0.0,,,0.0%,100.0%
2933,PRS,Alliance Soundtrack Your Brand Sweden AB Lebanon Limited Download / On Deman,,,,,,,,,0.0,,,,0.0%,100.0%
2934,PRS,ARESA RDIO S.A.R.L. Belgium Tethered Download Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2935,PRS,Alliance Apple Music Denmark Limited Download / On Demand Streaming Service V,,,0.0,,,,,,0.0,,,,0.0%,100.0%
2936,PRS,Alliance Deezer Montenegro Limited Download / On Demand Streaming Service Sing,,,,,,,,,,,,0.0,0.0%,100.0%
2937,PRS,Alliance RDIO Denmark On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2938,PRS,ARESA RDIO S.A.R.L. Slovakia Limited Download / On Demand Streaming Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2939,PRS,Alliance RDIO Portugal On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2940,PRS,Alliance Deezer Morocco Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2941,PRS,ARESA RDIO S.A.R.L. Poland Pure Webcasting Service,,,,,0.0,,,,,,,,0.0%,100.0%
2942,PRS,Alliance RDIO Netherlands On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2943,PRS,Alliance RDIO Luxembourg On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2944,PRS,ARESA RDIO S.A.R.L. Poland Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2945,PRS,Alliance RDIO Italy On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2946,PRS,ARESA RDIO S.A.R.L. Portugal Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2947,PRS,Alliance Deezer Tunisia Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2948,PRS,ARESA RDIO S.A.R.L. Slovenia Limited Download / On Demand Streaming Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2949,PRS,ARESA RDIO S.A.R.L. Norway Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2950,PRS,Alliance RDIO Hungary On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2951,PRS,Alliance RDIO France On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2952,PRS,Alliance RDIO Finland On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2953,PRS,ARESA RDIO S.A.R.L. Spain Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2954,PRS,Alliance RDIO Finland On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2955,PRS,ARESA RDIO S.A.R.L. Sweden Pure Webcasting Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
2956,PRS,ARESA RDIO S.A.R.L. Sweden Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2957,PRS,Alliance RDIO Estonia On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2958,PRS,Alliance RDIO Estonia On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2959,PRS,Alliance RDIO Portugal On Demand Subs Single Single,,0.0,,,,,,,,,,,0.0%,100.0%
2960,PRS,Alliance RDIO Poland On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2961,PRS,Alliance RDIO Spain On Demand Subs Dual Single,,0.0,,,,,,,,,,,0.0%,100.0%
2962,PRS,Alliance Deezer Pakistan Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2963,PRS,ARESA RDIO S.A.R.L. Ireland Tethered Download Service,,,,,0.0,,,,,,,,0.0%,100.0%
2964,PRS,Alliance Rhapsody France Premium and Interactive Webcasting Service ( Subscriptio,,,,0.0,,,,,,,,,0.0%,100.0%
2965,PRS,Alliance Rhapsody Finland On Demand Subs Dual Single,0.0,,,,,,,,,,,,0.0%,100.0%
2966,PRS,Alliance Rhapsody Denmark On Demand Subs Dual Single,0.0,,,0.0,,,,,,,,,0.0%,100.0%
2967,PRS,Alliance Rhapsody Austria On Demand Subs Dual Single,,,,0.0,,,,,,,,,0.0%,100.0%
2968,PRS,Alliance Recisio Sweden Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,,,,,0.0%,100.0%
2969,PRS,Alliance Deezer Oman Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.0,0.0%,100.0%
2970,PRS,Alliance Recisio Luxembourg Limited Download / On Demand Streaming Service Sin,,,,,,,,,,0.0,,,0.0%,100.0%
2971,PRS,ARESA RDIO S.A.R.L. Norway Pure Webcasting Service,,,,,0.0,,,,,,,,0.0%,100.0%
2972,PRS,Alliance Apple Music Cyprus Limited Download / On Demand Streaming Service Sing le,,,,,,,,,,,,0.0,0.0%,100.0%
2973,PRS,ARESA RDIO S.A.R.L. Latvia Limited Download / On Demand Streaming Service,,,,0.0,0.0,,,,,,,,0.0%,100.0%
